"emp_no","last_name","first_name","hire_date"
77191,"Setia","Elgin","1986-04-12"
101544,"Setlzner","Doowon","1986-10-22"
74973,"Heijenga","Marin","1986-10-25"
213891,"Murtha","Shahar","1986-06-06"
79953,"Hoppenstand","Anyuan","1986-03-24"
486799,"Chorvat","Bader","1986-03-26"
267159,"Ponthieu","Abdulla","1986-10-10"
473403,"Ladret","Zeydy","1986-07-19"
78262,"Linnainmaa","Alain","1986-09-17"
62757,"Casperson","Premsyl","1986-11-05"
202731,"Ciolek","Chiradeep","1986-12-10"
252822,"Gammage","Gou","1986-02-19"
279504,"Thibadeau","Olivera","1986-12-23"
499438,"Kalsbeek","Tse","1986-02-25"
240733,"Mansanne","Miomir","1986-08-22"
413628,"Begiun","Subbu","1986-07-21"
411851,"Deville","Parke","1986-12-10"
465751,"Thorensen","Elzbieta","1986-06-20"
33606,"Swift","Clyde","1986-03-14"
101269,"Suessmith","Subir","1986-01-05"
479131,"Uehara","Sanjiv","1986-09-13"
225455,"Papadias","Eldridge","1986-08-19"
48163,"Usdin","Szabolcs","1986-12-17"
466783,"Erdi","Mack","1986-09-29"
259565,"Osgood","Shirish","1986-06-10"
466061,"Basawa","Francesca","1986-02-05"
220846,"Parhami","Spyrose","1986-10-01"
274413,"Valtorta","Stamatina","1986-11-25"
51807,"Hennebert","Mrinalini","1986-02-08"
93420,"Giaccio","Odinaldo","1986-10-09"
64095,"Melski","Tetsushi","1986-11-08"
466863,"Marshall","Evgueni","1986-11-18"
414160,"Hiltgen","Bodh","1986-06-16"
36920,"Zuberek","Lobel","1986-08-04"
282419,"Worfolk","Pranjal","1986-09-09"
416384,"Porotnikoff","Satoru","1986-10-20"
56800,"Peot","Xiong","1986-04-29"
105197,"Birdsall","Trygve","1986-09-10"
475671,"Rosar","Sangeeta","1986-10-12"
445380,"Smeets","Morrie","1986-01-06"
276460,"Shimshoni","Kwangsub","1986-12-13"
241177,"Kaelbling","Lorien","1986-04-18"
492204,"Ulupinar","Vitaly","1986-01-17"
473804,"Baba","Gopalakrishnan","1986-12-15"
30648,"Chartres","Macha","1986-02-24"
416251,"Farrar","Gaetan","1986-07-12"
291916,"Selvestrel","Zhiwei","1986-10-13"
218975,"Ullian","Patricia","1986-04-15"
228103,"Callaway","Uwe","1986-05-09"
201081,"Schlegelmilch","Suzette","1986-01-22"
281021,"Peltason","Henk","1986-05-30"
452809,"Picel","Tzvetan","1986-06-07"
429940,"Kalefeld","Cedric","1986-12-25"
244559,"Ramaiah","Sampalli","1986-09-24"
441451,"Marletta","Fabrizio","1986-03-27"
18721,"Egerstedt","Giri","1986-09-24"
26560,"Anily","Greger","1986-03-08"
211674,"Dahlbom","Sajjan","1986-06-30"
82992,"Marwedel","Jixiang","1986-11-12"
437414,"Kavvadias","Arnould","1986-01-03"
25160,"Sevcikova","Gianluca","1986-07-11"
39780,"Gyorkos","Alain","1986-04-30"
439315,"Walston","Kayoko","1986-06-13"
228564,"Yoshimura","Mohammad","1986-08-01"
486135,"Milicia","Takahiro","1986-10-13"
78422,"Thorelli","Heon","1986-08-02"
38529,"Maliniak","Nectarios","1986-01-16"
59941,"Barvinok","Lobel","1986-05-07"
444129,"Iacovou","Nigel","1986-11-28"
279211,"Conta","Xumin","1986-04-03"
290192,"Boreale","Jouni","1986-12-30"
446030,"Peris","Mahmut","1986-01-06"
103721,"Cooke","Ger","1986-11-06"
258013,"Lamparter","Wilmer","1986-10-28"
460367,"Ouhyoung","Rimli","1986-03-10"
79217,"Ghemri","Samphel","1986-11-24"
409872,"Swift","Weiru","1986-07-22"
213277,"Marrevee","Munenori","1986-02-28"
467757,"Zirintsis","Marin","1986-06-20"
241118,"Osgood","Goa","1986-02-08"
444373,"Hitomi","Sastry","1986-07-31"
208106,"Peck","Indrajit","1986-06-16"
73961,"Schaad","Khedija","1986-10-02"
87246,"Melichar","Boaz","1986-09-05"
57350,"Georgakopoulos","Aluzio","1986-03-25"
440886,"Oaver","Supot","1986-03-15"
294387,"Asser","Hatem","1986-02-28"
70681,"Sudbeck","Poornachandra","1986-08-13"
421781,"Yamaashi","Arnd","1986-10-14"
245914,"Swick","Shim","1986-08-19"
209061,"Zhang","Licheng","1986-08-16"
446242,"Rouquie","Deborah","1986-02-28"
278916,"Kossowski","Mizuhito","1986-01-08"
217855,"Matzov","Takahiro","1986-10-10"
485123,"Uhrig","Kwangsub","1986-01-19"
102627,"Businaro","Bedrich","1986-09-25"
263045,"Linares","Taizo","1986-04-04"
226347,"Rosch","Yucel","1986-01-05"
93650,"Fabrizio","Ortrud","1986-12-02"
268447,"Shackel","Denis","1986-06-02"
49341,"Klerer","Basem","1986-01-29"
48721,"Gustavson","Mayumi","1986-09-17"
64503,"Kornatzky","Stafford","1986-08-29"
71828,"Sessa","Cathie","1986-01-10"
15196,"Duclos","Souichi","1986-07-31"
492742,"Benner","Byong","1986-02-10"
241569,"Krogh","Constantino","1986-04-28"
54730,"Jayawardene","Lokesh","1986-04-26"
93971,"Luef","Sibyl","1986-08-20"
468083,"Kakkad","Aluzio","1986-05-31"
410489,"Ruemmler","Tuval","1986-08-30"
78794,"Rajaraman","Fun","1986-11-05"
292602,"Morrey","Hailing","1986-09-25"
441860,"Seghrouchni","Marla","1986-11-16"
297296,"Lichtner","Ronnie","1986-05-15"
243031,"Giarratana","Arun","1986-10-24"
463593,"Duclos","Sreekrishna","1986-03-01"
41978,"Schieder","Suzette","1986-03-17"
233438,"Edelhoff","Mototsugu","1986-03-05"
243979,"Heuter","Shakhar","1986-03-04"
210368,"Peres","Jianhao","1986-10-26"
260953,"Mukaidono","Doowon","1986-11-03"
235834,"Ducloy","Kish","1986-07-30"
461932,"Chartres","Ronnie","1986-01-23"
225123,"Gide","Makato","1986-01-14"
106308,"Kitsuregawa","Nobuyoshi","1986-05-08"
284860,"Barreiro","Uriel","1986-07-30"
237416,"Henders","Moty","1986-05-05"
294128,"Barriga","Arfst","1986-06-01"
470528,"Plump","Sanjiv","1986-05-26"
401366,"Matzat","Luise","1986-07-25"
460081,"Desikan","Kristof","1986-09-24"
410184,"Mondadori","Sandeepan","1986-10-04"
257372,"Steinauer","Kwangyoen","1986-03-19"
473734,"Mitchem","Sergi","1986-09-02"
100837,"Munke","Anneke","1986-08-02"
221056,"Tiemann","Marlo","1986-09-05"
98757,"Speel","Tesuya","1986-11-22"
458353,"Rosis","Nirmal","1986-06-24"
284829,"Garnick","Tetsurou","1986-12-14"
240998,"Wegerle","Reinhold","1986-08-09"
294775,"Eickenmeyer","Vitali","1986-10-01"
23465,"Walstra","Martien","1986-10-22"
222110,"Warwick","Maria","1986-08-07"
453661,"Stanger","Yifei","1986-09-02"
494396,"Wynblatt","Sreekrishna","1986-08-19"
78744,"Tempesti","Shichao","1986-10-21"
248367,"Huttel","Charmane","1986-07-14"
413941,"Beetstra","Perla","1986-03-28"
87397,"Perng","Lorien","1986-08-11"
82288,"Ponthieu","Xinglin","1986-01-18"
65435,"Macedo","Arif","1986-12-22"
476054,"Welham","Licheng","1986-12-23"
234639,"Luck","Morrie","1986-02-03"
464093,"VanScheik","Diederik","1986-07-11"
294402,"Birke","Xiaocheng","1986-06-26"
75977,"Manderick","Martial","1986-06-22"
28493,"Silva","Ebbe","1986-06-11"
21741,"Raoux","Muneo","1986-02-14"
451682,"Ariola","Fumiyo","1986-05-29"
220862,"Goodrum","Zhilian","1986-01-27"
472375,"Weedon","Ranan","1986-01-15"
433998,"Pettis","Chiradeep","1986-07-05"
87158,"Neiman","Nahid","1986-09-20"
246639,"Schiettecatte","Sergi","1986-01-04"
94763,"Viele","Janalee","1986-03-27"
58167,"Pintelas","Kazunori","1986-06-19"
264524,"Kakkar","Baoqiu","1986-03-03"
43292,"Onuegbe","Yannis","1986-09-19"
427900,"Dredge","Tse","1986-06-14"
105080,"Hoppenstand","Nidapan","1986-10-29"
462433,"Katiyar","Toshiki","1986-02-09"
41586,"Birdsall","Filipe","1986-08-24"
252195,"Leppanen","Chenyi","1986-06-12"
15851,"Beerel","Alper","1986-11-27"
456542,"Hanabata","Odoardo","1986-04-08"
70086,"Fasbender","Arno","1986-01-20"
229847,"Tiemann","Lenore","1986-07-14"
212809,"DuBourdieux","Gio","1986-08-14"
61868,"Underwood","Kerhong","1986-05-10"
90452,"Collavizza","Hailing","1986-04-25"
80752,"Adachi","Zhenhua","1986-07-01"
48369,"Shimshoni","Rimon","1986-09-27"
492111,"Gihr","Mong","1986-09-18"
441276,"Papsdorf","Rosli","1986-09-09"
299652,"Luke","Rosalyn","1986-04-13"
460717,"Marquardt","Golgen","1986-07-30"
291850,"Esteva","Shirish","1986-10-04"
282904,"Cronin","Goo","1986-07-08"
441376,"Jenevein","Moni","1986-12-03"
430904,"Conde","Xiping","1986-10-22"
22576,"Reinhart","Shawna","1986-01-01"
74166,"Beidas","Shawna","1986-05-18"
105243,"Gornas","Arvind","1986-04-07"
472124,"Masamoto","Chaitali","1986-12-01"
440992,"Domenig","Danny","1986-10-26"
442122,"Cools","Junsik","1986-09-22"
12572,"McConalogue","Sungwon","1986-07-20"
244968,"Karner","Sachin","1986-07-19"
292355,"Khamsi","Niranjan","1986-02-02"
217035,"Sinicrope","Leucio","1986-10-18"
74531,"Waeselynck","Mitchel","1986-11-06"
271722,"Zaiane","Fuqing","1986-06-04"
45645,"Desikan","Hausi","1986-07-15"
204580,"Larfeldt","Vincent","1986-09-20"
102372,"Jahnichen","Maik","1986-09-06"
203113,"Brookner","Bodo","1986-09-11"
54307,"Bondorf","Yuqun","1986-11-16"
435152,"Hiroyama","Alair","1986-03-01"
34890,"Conta","Hein","1986-01-23"
26285,"Lupu","Divine","1986-12-24"
457839,"Penz","Arto","1986-05-04"
262998,"Hagimont","Masali","1986-03-09"
63662,"Alpay","Sreekrishna","1986-11-03"
106127,"Luit","Basil","1986-10-13"
76770,"Keohane","Ioana","1986-03-24"
280229,"Fiutem","Tooru","1986-08-13"
80282,"Gladwell","Udi","1986-10-28"
79876,"Feinberg","Randy","1986-12-02"
285323,"Restivo","Ger","1986-07-29"
210882,"Tchuente","Nahla","1986-06-09"
41836,"Passino","Akhilish","1986-01-28"
479086,"Koshino","Adly","1986-10-18"
240141,"Emmart","Hisao","1986-09-14"
213788,"Azadmanesh","Fabrizio","1986-08-21"
58244,"Androutsos","Mohd","1986-12-17"
79809,"Lindqvist","Dipankar","1986-08-15"
11398,"Peir","Oscar","1986-08-23"
201539,"Hutter","Jovan","1986-04-29"
16609,"Ventosa","Boriana","1986-10-10"
425567,"Raczkowsky","Vesna","1986-10-01"
204846,"Karunanithi","Yannis","1986-03-06"
281151,"Ermel","Kristen","1986-01-08"
436050,"Emiris","Christophe","1986-12-24"
22365,"Kading","Sumali","1986-08-15"
497474,"Preusig","Patricia","1986-07-19"
251720,"Birke","Tadanori","1986-09-24"
241148,"Jenevein","Kensyu","1986-06-07"
408536,"Saoudi","Kotesh","1986-12-02"
432302,"Stentiford","Taizo","1986-03-12"
39454,"Dymetman","Hidefumi","1986-01-18"
19011,"Hiraishi","Sachin","1986-02-14"
470596,"Rahier","JiYoung","1986-05-26"
46896,"Kusalik","Mingzeng","1986-03-31"
100753,"Baca","Zsolt","1986-09-13"
210570,"Mapelli","Oldrich","1986-01-23"
229830,"Zweizig","JoAnne","1986-11-06"
92376,"Mandelberg","Richard","1986-02-09"
256175,"Tokunaga","Hidefumi","1986-12-13"
100487,"Yeung","Tran","1986-01-11"
291330,"Ligten","Mona","1986-03-16"
431955,"Cairo","Ortrud","1986-03-17"
285112,"Czaja","Xiaopeng","1986-06-19"
269423,"Kolinko","Sajjad","1986-02-20"
55727,"Hiyoshi","Dmitri","1986-07-18"
17986,"Angelopoulos","Oguz","1986-11-29"
41263,"Jahnichen","Armond","1986-12-25"
435830,"Zaumen","Yechiam","1986-10-23"
40567,"Chenoweth","Jiann","1986-04-23"
434330,"England","Feixiong","1986-10-07"
413968,"Krider","Yuichiro","1986-06-17"
280034,"Anandan","Guadalupe","1986-10-18"
224266,"Leaver","Insup","1986-11-20"
431378,"Peyn","Cristinel","1986-03-24"
405433,"Demke","Katsuo","1986-08-01"
298397,"Mundy","Palash","1986-01-23"
22550,"Pagter","Erzsebet","1986-11-19"
45353,"Ferretti","Ghassan","1986-01-26"
85958,"Vadhan","Fusako","1986-12-05"
239583,"Denny","Atreyi","1986-05-21"
261346,"Brendel","Elvis","1986-08-16"
107693,"Bharadwaj","Kenton","1986-07-03"
440202,"Daescu","Sadegh","1986-06-06"
447991,"Orlowski","Fumitaka","1986-12-04"
10053,"Zschoche","Sanjiv","1986-02-04"
469837,"Ebeling","Mingdong","1986-07-21"
17990,"Deyuan","Masako","1986-10-12"
50935,"Esposito","Katsuyuki","1986-10-19"
486188,"Melter","Mona","1986-05-01"
224704,"Landherr","Adly","1986-04-20"
464471,"Narwekar","Chaoyi","1986-09-14"
462776,"Dechter","Mostafa","1986-03-26"
100274,"Miyakawa","Fei","1986-10-07"
240947,"Azadmanesh","Arra","1986-10-21"
455243,"Bahk","Khoa","1986-06-10"
70832,"Gargeya","Zengping","1986-01-02"
27705,"Shumilov","Duangkaew","1986-11-13"
22095,"Schlumberger","Breannda","1986-04-06"
247202,"Marsiglia","Sandeepan","1986-03-27"
296802,"Lorys","Stabislas","1986-04-26"
232381,"Tempesti","Siddarth","1986-05-26"
221650,"Rindone","Christoph","1986-09-15"
57320,"Valtorta","Mabry","1986-05-23"
249602,"Munos","Feiyu","1986-09-21"
472794,"Weisert","Takahito","1986-03-31"
493501,"Alvarado","Xuejun","1986-10-17"
298294,"Hoogerwoord","Ghassan","1986-09-17"
82037,"Streit","Shahar","1986-11-30"
451363,"Lamma","Serif","1986-11-26"
258129,"Heping","Doohun","1986-05-16"
42652,"Nourani","Garnik","1986-09-03"
262831,"Hagimont","Jaques","1986-06-01"
42402,"Rosis","Gererd","1986-05-30"
410773,"Rosca","Stabislas","1986-10-22"
12064,"Silva","Heping","1986-03-14"
486141,"Montresor","Honesty","1986-11-14"
288617,"Beeson","Tsutomu","1986-12-05"
494859,"Uchoa","Kwangho","1986-12-11"
246550,"Peroz","Aemilian","1986-11-22"
231338,"Straney","Ennio","1986-05-08"
495869,"Pluym","Shai","1986-09-01"
260832,"Langford","Shigeu","1986-12-19"
476493,"Dredge","Shahar","1986-01-03"
480651,"Zeleznik","Ibibia","1986-01-14"
237593,"Domenig","Dietrich","1986-08-23"
220459,"Bahk","Ekawit","1986-05-09"
493225,"Demke","Gretta","1986-10-22"
493878,"Bala","Foong","1986-01-03"
282358,"Milicia","Luerbio","1986-01-15"
271441,"Nanard","Aluzio","1986-05-22"
490009,"Asser","Odinaldo","1986-02-07"
495697,"Ramamoorthy","Mona","1986-07-03"
421654,"Ciolek","Claude","1986-03-20"
288573,"Bruckman","Shir","1986-09-15"
457607,"Lampe","Rildo","1986-05-20"
43811,"Kroll","Remko","1986-02-01"
403859,"Roison","Arunachalam","1986-04-09"
423131,"Billingsley","Kazuhiko","1986-11-16"
103359,"Zultner","Boriana","1986-11-16"
248179,"Picel","Jianhua","1986-05-12"
61502,"Wegerle","Nathan","1986-11-17"
290304,"Stavenow","Weidon","1986-08-20"
465014,"Dulay","Mototsugu","1986-10-23"
38039,"Perin","Pranjal","1986-09-23"
470078,"Varley","Guther","1986-09-28"
87677,"Rijsenbrij","Collette","1986-05-31"
483397,"Vanwelkenhuysen","Xuedong","1986-06-26"
11252,"Dulin","Rutger","1986-01-15"
17258,"Takkinen","Gladys","1986-06-21"
104734,"Oppitz","Shahid","1986-04-07"
460543,"Conry","Zhenbing","1986-08-17"
448998,"Bhattacharjee","Otilia","1986-08-27"
400215,"Thiran","Stabislas","1986-05-31"
262526,"Mateescu","Shaunak","1986-04-19"
83798,"Kropp","Shigeo","1986-07-03"
33326,"Cheshire","Aamer","1986-04-16"
82145,"Pagter","Zhongwei","1986-12-07"
66524,"Milicic","Jacopo","1986-09-24"
283171,"Blokdijk","Kiyokazu","1986-07-22"
441969,"Ulupinar","Shigeichiro","1986-03-07"
269327,"Mitsuhashi","Shuho","1986-10-22"
442246,"Linares","Richara","1986-03-13"
442847,"Burnard","Marsha","1986-11-16"
442605,"Pluym","Kensyu","1986-03-14"
443397,"Pettis","JiYoung","1986-08-20"
406819,"Itzigehl","Anestis","1986-10-30"
294292,"Busillo","Lech","1986-10-25"
434523,"Danecki","Pintsang","1986-04-21"
452312,"Portugali","Kaijung","1986-01-17"
290816,"Cochrane","Sachem","1986-01-26"
429218,"Langford","Baoqiu","1986-11-24"
444677,"Matzat","Miyeon","1986-01-08"
59206,"Wroclawski","Shan","1986-08-22"
28057,"Picco","Barna","1986-01-13"
415640,"Lung","Shuho","1986-06-02"
279435,"Wilharm","Mayumi","1986-07-03"
264731,"Kriebel","Hitofumi","1986-03-01"
21288,"Wendorf","Nechama","1986-03-18"
490348,"Gide","Turgut","1986-07-07"
489558,"Camurati","Ulises","1986-05-08"
486706,"Solares","Mikhail","1986-08-02"
255038,"Azulay","Ronghao","1986-01-29"
68098,"Pleszkun","Marek","1986-09-15"
467433,"Jahnichen","Golgen","1986-09-28"
235324,"Lorie","DAIDA","1986-07-23"
287211,"Zaccaria","Froduald","1986-12-10"
47407,"Siksek","Paraskevi","1986-09-21"
237562,"Randt","Alagu","1986-06-27"
250308,"Baba","Maja","1986-06-25"
92932,"Trelles","Zhiguo","1986-07-18"
433406,"Kulisch","Mansur","1986-07-26"
440362,"Harllee","Bader","1986-01-15"
291601,"Hempstead","Leni","1986-02-27"
263704,"Schmezko","Parto","1986-03-17"
78209,"Shackel","Sachin","1986-06-04"
104223,"Waymire","Mantis","1986-11-18"
458133,"Cyne","Sudhanshu","1986-12-14"
410254,"Tischendorf","Prodip","1986-08-05"
24713,"Merey","Zhilian","1986-12-04"
14918,"Kaiserswerth","Kellie","1986-11-18"
36310,"Anger","Manibrata","1986-04-21"
74238,"Sadowsky","Sven","1986-01-25"
10548,"Gunderson","Ramalingam","1986-05-04"
456786,"Frolund","Aamod","1986-05-02"
59157,"Jahnichen","Dekang","1986-04-10"
220439,"Schurmann","Rosella","1986-12-25"
230689,"Crabtree","Dietrich","1986-05-24"
11832,"Zlotek","Arto","1986-10-16"
425976,"Dulay","Bikash","1986-09-16"
107498,"Hoogerwoord","Sungwon","1986-07-22"
254306,"Loncour","Remko","1986-04-15"
246766,"Buchter","Tiina","1986-08-16"
425981,"Cichocki","Anneke","1986-06-15"
278203,"Swist","Yolla","1986-04-02"
460215,"Ebeling","Djenana","1986-08-30"
207817,"Lanphier","Goetz","1986-01-23"
246387,"Eppinger","Mayuko","1986-08-24"
299290,"Ligten","Rosalyn","1986-11-23"
435427,"Gewali","Manibrata","1986-07-12"
84370,"Reghbati","Fei","1986-03-08"
281652,"Sridhar","Berni","1986-02-08"
425458,"Honiden","Hidekazu","1986-08-22"
15170,"Bale","Mana","1986-09-18"
444303,"Markovitch","Hairong","1986-06-06"
56801,"Zucker","Utpal","1986-03-16"
451505,"Levergood","Kerryn","1986-09-27"
464849,"Krybus","King","1986-01-20"
494327,"Nitto","Lillian","1986-12-14"
209273,"Mullainathan","Billie","1986-03-11"
410708,"Hartvigsen","Volkmar","1986-12-21"
206243,"McFarlin","Ung","1986-03-08"
203555,"Brlek","Hairong","1986-05-21"
408180,"Syang","Dipankar","1986-11-26"
55103,"Zultner","Mohua","1986-03-03"
19564,"Atchley","Shigeu","1986-12-16"
13853,"Roohalamini","Mingsen","1986-06-02"
443164,"Butner","Kien","1986-12-09"
64955,"Karner","Mariusz","1986-06-21"
419144,"Ossenbruggen","Yinghua","1986-06-08"
64333,"Comte","Avishai","1986-04-08"
254569,"Randt","Alper","1986-05-14"
42485,"Erman","Sudhanshu","1986-12-07"
235438,"Badr","Armond","1986-01-05"
492229,"Pelz","Sachio","1986-04-10"
235076,"Zaccaria","Chriss","1986-10-06"
220229,"Thombley","Eran","1986-10-26"
103189,"Grospietsch","Shrikanth","1986-03-31"
490798,"Alblas","Shir","1986-05-10"
297869,"Demizu","Katsuyuki","1986-06-18"
80981,"Niizuma","Fumitake","1986-05-30"
33403,"Motley","Susuma","1986-12-26"
106805,"Muchinsky","Taegyun","1986-10-10"
83421,"Speel","Neelam","1986-07-10"
46141,"Nollmann","Sven","1986-02-17"
418738,"Cromarty","Aemilian","1986-10-15"
283248,"Gien","Manu","1986-12-19"
488690,"Zhang","Leif","1986-03-02"
431156,"Seghrouchni","Weidon","1986-07-13"
467972,"Magalhaes","Xiaoshan","1986-04-23"
414328,"Leppanen","Xiaopeng","1986-10-26"
211054,"Isaac","Marco","1986-11-09"
238384,"Neimat","Tru","1986-12-10"
439086,"Ananiadou","Yongdong","1986-03-21"
209698,"Brookman","Kankanahalli","1986-02-16"
447217,"Schwabacher","Aloke","1986-02-02"
60760,"Riesenhuber","Vasilii","1986-11-28"
211952,"Luft","Basant","1986-07-15"
420278,"Redmiles","Ashish","1986-07-18"
432601,"Peek","Maren","1986-07-07"
249083,"Pehl","Premsyl","1986-10-25"
219411,"Jiang","Randi","1986-01-07"
221880,"Reutenauer","Bezalel","1986-06-14"
484003,"Irland","Vincent","1986-06-16"
417571,"Ambroszkiewicz","Geoffry","1986-06-09"
83122,"Tasistro","Khun","1986-04-30"
229700,"Oskamp","Werner","1986-05-21"
261672,"Pintelas","Kazuhira","1986-10-15"
242714,"Stille","Fumiya","1986-03-12"
18704,"Siegrist","Conrado","1986-06-19"
83822,"Haddadi","Menkae","1986-09-07"
69767,"Glowinski","Nakhoon","1986-02-16"
257621,"Ishibashi","Kiam","1986-05-09"
468540,"Tischendorf","Nathan","1986-02-28"
24566,"Randi","Gudjon","1986-12-06"
226855,"Lukaszewicz","Aloke","1986-09-11"
258553,"Kowalchuk","Abdulah","1986-08-24"
443607,"Ouhyoung","Fun","1986-09-23"
401934,"Radhakrishnan","Yongdong","1986-08-05"
495440,"Flexer","Toshimi","1986-04-18"
465415,"Reeker","Manu","1986-06-28"
68328,"Broomell","Tuval","1986-10-15"
264054,"Horswill","Gilbert","1986-06-17"
203582,"Remmers","Elzbieta","1986-03-31"
89273,"Thombley","Nikolaos","1986-04-06"
39356,"Ducloy","Duke","1986-06-10"
258061,"Kakkar","Elvis","1986-09-30"
433147,"Tsunoo","Feiyu","1986-03-14"
80063,"Hoogerwoord","Arie","1986-07-17"
236341,"Emden","Jongsuk","1986-07-28"
437678,"Pocchiola","Val","1986-09-17"
84674,"Michaeli","Jungsoon","1986-09-26"
290092,"Terkki","Takahira","1986-01-31"
48071,"Dulay","Rafail","1986-03-05"
34055,"Stiles","Gregory","1986-12-31"
446731,"Yetto","Nobuyoshi","1986-04-05"
414428,"Calkin","Fuqing","1986-09-27"
456979,"Ozeri","Apostol","1986-07-15"
486549,"Quadeer","Morris","1986-03-29"
265337,"Hardjono","Boaz","1986-06-08"
27903,"Sethi","Baziley","1986-07-05"
210651,"Eiron","Toney","1986-08-25"
18207,"Eppinger","Toshimitsu","1986-04-06"
41347,"Stenning","Oscar","1986-06-23"
25370,"Puoti","Jagoda","1986-02-19"
208086,"Barinka","Utpal","1986-07-10"
27737,"Bugrara","Saeed","1986-05-17"
458573,"Koprowski","Sanjai","1986-06-27"
297620,"Lubachevsky","Alexius","1986-06-22"
491895,"Mikschl","Subhrajyoti","1986-02-22"
64706,"Bolsens","Vitaly","1986-03-08"
83407,"Seuren","Gino","1986-01-09"
104305,"Schapiro","Surveyors","1986-03-29"
61285,"Baja","Hatim","1986-08-24"
